開催年,開催日付,競馬場コード,開催回次,開催日目,レース番号,枠番,馬番,血統番号,馬名,性別,毛色コード,馬齢,東西所属コード,調教師コード,斤量,ブリンカー仕様区分,騎手コード,騎手見習いコード,馬体重,増減符号,増減差,着順,走破タイム,単勝オッズ,単勝人気,着差,グレードコード,競争種別コード,重量種別コード,競争条件コード,距離,芝ダート,回り方向,コース区分,本賞金,出走頭数,天気コード,芝馬場,ダート馬場,開催年_1走前,開催日付_1走前,競馬場コード_1走前,馬番_1走前,斤量_1走前,ブリンカー仕様区分_1走前,騎手コード_1走前,騎手名_1走前,馬体重_1走前,異常区分コード_1走前,着順_1走前,1コーナー順位_1走前,2コーナー順位_1走前,3コーナー順位_1走前,4コーナー順位_1走前,単勝オッズ_1走前,単勝人気_1走前,ラスト3Fタイム_1走前,着差_1走前,グレードコード_1走前,競争種別コード_1走前,重量種別コード_1走前,距離_1走前,芝ダート_1走前,回り方向_1走前,競争条件コード_1走前,コース区分_1走前,本賞金_1走前,出走頭数_1走前,天気コード_1走前,芝馬場_1走前,ダート馬場_1走前,開催年_2走前,開催日付_2走前,競馬場コード_2走前,馬番_2走前,斤量_2走前,ブリンカー仕様区分_2走前,騎手コード_2走前,騎手名_2走前,馬体重_2走前,異常区分コード_2走前,着順_2走前,1コーナー順位_2走前,2コーナー順位_2走前,3コーナー順位_2走前,4コーナー順位_2走前,単勝オッズ_2走前,単勝人気_2走前,ラスト3Fタイム_2走前,着差_2走前,グレードコード_2走前,競争種別コード_2走前,重量種別コード_2走前,距離_2走前,芝ダート_2走前,回り方向_2走前,競争条件コード_2走前,コース区分_2走前,本賞金_2走前,出走頭数_2走前,天気コード_2走前,芝馬場_2走前,ダート馬場_2走前,開催年_3走前,開催日付_3走前,競馬場コード_3走前,馬番_3走前,斤量_3走前,ブリンカー仕様区分_3走前,騎手コード_3走前,騎手名_3走前,馬体重_3走前,異常区分コード_3走前,着順_3走前,1コーナー順位_3走前,2コーナー順位_3走前,3コーナー順位_3走前,4コーナー順位_3走前,単勝オッズ_3走前,単勝人気_3走前,ラスト3Fタイム_3走前,着差_3走前,グレードコード_3走前,競争種別コード_3走前,重量種別コード_3走前,距離_3走前,芝ダート_3走前,回り方向_3走前,競争条件コード_3走前,コース区分_3走前,本賞金_3走前,出走頭数_3走前,天気コード_3走前,芝馬場_3走前,ダート馬場_3走前
2019,309,6,2,5,3,3,6,2016102988,ハヤブサヴィーナス,2,3,3,1,1118,540,1,1153,0,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1222.0,6.0,5.0,540.0,0.0,1075.0,田辺裕信,410.0,0.0,14.0,0.0,0.0,16.0,16.0,707.0,9.0,354.0,18.0,,11.0,3.0,1200.0,,R,703.0,A,50000.0,16.0,2.0,1.0,0.0,2018.0,818.0,1.0,2.0,540.0,0.0,1095.0,吉田隼人,418.0,0.0,5.0,0.0,0.0,4.0,4.0,300.0,5.0,361.0,17.0,,11.0,3.0,1200.0,,R,703.0,C,50000.0,7.0,1.0,1.0,0.0,2018.0,729.0,1.0,7.0,540.0,0.0,1095.0,吉田隼人,422.0,0.0,5.0,0.0,0.0,4.0,4.0,245.0,3.0,358.0,17.0,,11.0,3.0,1200.0,,R,703.0,A,50000.0,8.0,1.0,1.0,0.0
2019,309,6,2,5,3,4,7,2016104006,ブライティアアバ,2,1,3,1,1097,510,0,1175,3,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,4,8,2016103598,デルママドレーヌ,2,3,3,1,1147,510,0,1179,3,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1228.0,6.0,3.0,540.0,0.0,1109.0,黛弘人,452.0,0.0,7.0,0.0,0.0,7.0,8.0,359.0,10.0,399.0,16.0,,11.0,3.0,1200.0,,R,701.0,,70000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,5,9,2016106434,クラーロデラルナ,2,5,3,1,1077,510,0,1167,3,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1222.0,6.0,2.0,510.0,0.0,1167.0,木幡育也,432.0,0.0,9.0,0.0,0.0,10.0,9.0,3330.0,14.0,385.0,20.0,,11.0,3.0,1200.0,,R,703.0,,50000.0,16.0,2.0,0.0,1.0,2018.0,1201.0,6.0,12.0,510.0,0.0,1167.0,木幡育也,442.0,0.0,8.0,0.0,0.0,10.0,10.0,1486.0,15.0,393.0,19.0,,11.0,3.0,1200.0,,R,701.0,,70000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,5,10,2016101501,アマゾニカ,2,1,3,1,1108,540,0,5203,0,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2019.0,223.0,6.0,7.0,540.0,0.0,1092.0,津村明秀,444.0,0.0,5.0,0.0,0.0,4.0,6.0,540.0,8.0,383.0,10.0,,12.0,3.0,1200.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1228.0,6.0,16.0,540.0,0.0,5386.0,戸崎圭太,440.0,0.0,6.0,0.0,0.0,3.0,3.0,218.0,7.0,399.0,12.0,,11.0,3.0,1200.0,,R,701.0,,70000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,6,11,2016106237,フラッフィーベア,2,3,3,1,408,540,0,1051,0,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1228.0,6.0,6.0,530.0,0.0,1160.0,荻野極,440.0,0.0,12.0,13.0,13.0,13.0,14.0,2181.0,13.0,422.0,39.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1201.0,6.0,5.0,520.0,0.0,1161.0,菊沢一樹,442.0,0.0,11.0,0.0,0.0,8.0,10.0,2547.0,15.0,389.0,20.0,,11.0,3.0,1200.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1103.0,5.0,16.0,540.0,0.0,663.0,蛯名正義,452.0,0.0,12.0,0.0,0.0,11.0,11.0,471.0,11.0,348.0,17.0,,11.0,3.0,1400.0,,L,701.0,B,70000.0,17.0,1.0,1.0,0.0
2019,309,6,2,5,3,6,12,2016101393,ニシノリリアンヌ,2,3,3,1,1106,530,0,1162,1,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2019.0,113.0,6.0,11.0,530.0,0.0,1162.0,木幡巧也,476.0,0.0,6.0,0.0,0.0,3.0,3.0,1087.0,11.0,395.0,10.0,,12.0,3.0,1200.0,,R,703.0,,50000.0,16.0,2.0,0.0,1.0,2018.0,915.0,6.0,3.0,530.0,0.0,1162.0,木幡巧也,460.0,0.0,9.0,0.0,0.0,4.0,2.0,195.0,6.0,401.0,25.0,,11.0,3.0,1200.0,,R,701.0,,70000.0,16.0,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,7,13,2016102325,ザセイシュンズモウ,2,1,3,1,1031,520,0,1158,2,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2019.0,105.0,6.0,11.0,540.0,0.0,1118.0,宮崎北斗,424.0,0.0,6.0,0.0,0.0,1.0,1.0,401.0,10.0,396.0,13.0,,12.0,3.0,1200.0,,R,701.0,,60000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,7,14,2016100286,サーチライト,2,5,3,1,1005,510,0,1173,3,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1228.0,6.0,6.0,530.0,0.0,5545.0,山本咲希,436.0,0.0,14.0,0.0,0.0,12.0,14.0,2953.0,15.0,413.0,39.0,,11.0,3.0,1200.0,,R,701.0,,70000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,8,15,2016104783,レッドアデニウム,2,3,3,1,1054,530,0,1169,1,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1222.0,6.0,16.0,540.0,0.0,5575.0,マーフィ,528.0,0.0,13.0,2.0,2.0,2.0,3.0,28.0,1.0,437.0,34.0,,11.0,3.0,1800.0,,R,701.0,,70000.0,16.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,3,8,16,2016100490,ダージル,1,3,3,1,1043,560,0,1029,0,0,,0,0,0,0,0,0,,12,3,703,1200,d,R,,50000,0,0,0,0,2018.0,1216.0,6.0,9.0,550.0,0.0,1129.0,菅原隆一,418.0,0.0,12.0,0.0,7.0,8.0,8.0,5244.0,16.0,368.0,24.0,,11.0,3.0,1600.0,,R,701.0,A,70000.0,16.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,1,1,2016109076,キョウエイワイルド,3,3,3,1,1024,560,0,726,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,1,2,2016110142,パイオニアバローズ,1,4,3,1,1126,560,0,1088,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,2,3,2016103997,リュウノイカリ,1,4,3,2,1113,560,0,1032,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,2,4,2016101145,メディナ,2,4,3,2,1110,530,0,1169,1,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,3,5,2016103984,ノアクリスティン,2,3,3,1,392,540,0,1029,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,3,6,2016104542,カラミンサ,2,4,3,2,1113,540,0,5386,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,4,7,2016102281,アルカイクスマイル,2,5,3,1,1088,540,0,641,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,4,8,2016105966,コウセイブレイヴ,1,3,3,1,1010,560,0,422,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,5,9,2016106028,スチームパンク,1,3,3,1,1124,560,0,1077,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,5,10,2016103032,プレイアディ,1,3,3,1,1119,560,0,1085,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,6,11,2016105221,ピチカートポルカ,2,3,3,1,1059,540,0,5517,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,6,12,2016104981,ヌーヴァエポカ,2,4,3,1,1141,540,0,1149,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,7,13,2016103507,エリーアワード,2,1,3,1,1024,520,0,1158,2,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,7,14,2016101367,タオヤカ,2,1,3,1,1048,540,0,1009,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,8,15,2016100767,ゴールドアクション,2,3,3,1,1081,540,0,1096,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,4,8,16,2016102424,ティライズワン,1,3,3,1,1074,560,0,689,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,1,1,2016105280,クロッグダンス,2,3,3,1,1109,520,0,1158,2,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,1,2,2016110023,ランドルーラー,1,3,3,1,1023,560,0,1122,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,112.0,6.0,13.0,560.0,0.0,1122.0,三浦皇成,526.0,0.0,9.0,0.0,4.0,7.0,9.0,165.0,3.0,355.0,13.0,,12.0,3.0,1600.0,,R,701.0,C,60000.0,16.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,2,3,2016105554,ゴールドブリオン,1,1,3,1,1080,560,0,1096,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,2,4,2016105631,エクスポーネント,1,4,3,1,420,560,0,1153,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,210.0,10.0,11.0,550.0,0.0,1153.0,木幡初也,426.0,0.0,10.0,9.0,8.0,7.0,6.0,745.0,9.0,368.0,17.0,,12.0,3.0,2000.0,,R,703.0,A,50000.0,12.0,1.0,2.0,0.0,2019.0,120.0,6.0,10.0,560.0,0.0,1118.0,宮崎北斗,422.0,0.0,9.0,0.0,6.0,4.0,11.0,2417.0,16.0,374.0,9.0,,12.0,3.0,1600.0,,R,701.0,C,60000.0,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,3,5,2016102225,ランペドゥーザ,2,1,3,1,1014,540,0,689,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,216.0,5.0,4.0,540.0,0.0,689.0,江田照男,472.0,0.0,6.0,0.0,12.0,12.0,11.0,774.0,10.0,342.0,3.0,,12.0,3.0,1800.0,,L,703.0,D,50000.0,16.0,1.0,1.0,0.0,2019.0,126.0,5.0,2.0,540.0,0.0,689.0,江田照男,466.0,0.0,5.0,0.0,10.0,10.0,9.0,1073.0,9.0,347.0,13.0,,12.0,3.0,1800.0,,L,703.0,D,50000.0,13.0,1.0,1.0,0.0,2019.0,119.0,6.0,3.0,540.0,0.0,689.0,江田照男,468.0,0.0,6.0,6.0,6.0,6.0,7.0,2473.0,7.0,348.0,7.0,E,12.0,3.0,1800.0,,R,5.0,C,100000.0,8.0,1.0,1.0,0.0
2019,309,6,2,5,5,3,6,2016105283,ココリアッピア,2,4,3,1,1079,540,0,422,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,223.0,6.0,10.0,540.0,0.0,1043.0,北村宏司,436.0,0.0,4.0,6.0,5.0,5.0,5.0,1384.0,12.0,358.0,9.0,,12.0,3.0,1800.0,,R,703.0,A,50000.0,16.0,1.0,1.0,0.0,2018.0,1223.0,6.0,18.0,540.0,0.0,1043.0,北村宏司,440.0,0.0,14.0,7.0,9.0,7.0,11.0,1056.0,14.0,372.0,17.0,,11.0,3.0,2000.0,,R,703.0,A,50000.0,18.0,2.0,1.0,0.0,2018.0,1104.0,3.0,7.0,540.0,0.0,1025.0,勝浦正樹,440.0,0.0,7.0,10.0,11.0,14.0,10.0,269.0,8.0,347.0,4.0,,11.0,3.0,1800.0,,R,703.0,A,50000.0,16.0,1.0,1.0,0.0
2019,309,6,2,5,5,4,7,2016103128,ナックゼウス,1,1,3,1,1008,560,0,1075,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,105.0,6.0,6.0,560.0,0.0,1096.0,大野拓弥,502.0,0.0,11.0,5.0,7.0,6.0,5.0,77.0,4.0,416.0,26.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1208.0,6.0,15.0,550.0,0.0,5203.0,岩田康誠,498.0,0.0,5.0,0.0,6.0,8.0,7.0,178.0,7.0,350.0,5.0,,11.0,3.0,1600.0,,R,703.0,A,50000.0,16.0,2.0,1.0,0.0,2018.0,1118.0,5.0,3.0,550.0,0.0,5203.0,岩田康誠,494.0,0.0,5.0,0.0,0.0,7.0,8.0,72.0,4.0,346.0,5.0,,11.0,3.0,1600.0,,L,703.0,C,50000.0,18.0,2.0,1.0,0.0
2019,309,6,2,5,5,4,8,2016103630,サノノドラゴン,1,3,3,1,1141,530,0,1179,3,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2018.0,1208.0,6.0,9.0,550.0,0.0,1091.0,丹内祐次,418.0,0.0,13.0,7.0,7.0,3.0,10.0,2742.0,12.0,428.0,27.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,14.0,2.0,0.0,2.0,2018.0,1124.0,5.0,8.0,550.0,0.0,1091.0,丹内祐次,418.0,0.0,10.0,0.0,0.0,13.0,15.0,765.0,12.0,392.0,37.0,,11.0,3.0,1600.0,,L,701.0,,70000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,5,9,2016104276,チェスターコート,1,1,3,1,1017,560,0,1150,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2018.0,1124.0,5.0,17.0,550.0,0.0,1150.0,石川裕紀,432.0,0.0,8.0,0.0,0.0,6.0,1.0,302.0,8.0,355.0,10.0,,11.0,3.0,1600.0,,L,701.0,C,70000.0,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,5,10,2016106018,フルールデシャン,2,3,3,1,408,540,0,663,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,112.0,6.0,14.0,540.0,0.0,663.0,蛯名正義,436.0,0.0,13.0,8.0,8.0,8.0,8.0,4403.0,15.0,418.0,27.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,16.0,2.0,0.0,1.0,2018.0,1216.0,6.0,10.0,540.0,0.0,663.0,蛯名正義,428.0,0.0,10.0,10.0,9.0,8.0,9.0,824.0,9.0,423.0,23.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1124.0,5.0,3.0,540.0,0.0,663.0,蛯名正義,428.0,0.0,9.0,0.0,4.0,5.0,4.0,2701.0,13.0,351.0,11.0,,11.0,3.0,1800.0,,L,703.0,C,50000.0,18.0,1.0,1.0,0.0
2019,309,6,2,5,5,6,11,2016104658,ブレーヴユニコーン,1,5,3,1,1067,560,0,5203,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,216.0,5.0,16.0,560.0,0.0,5203.0,岩田康誠,522.0,0.0,5.0,0.0,4.0,4.0,4.0,145.0,6.0,349.0,2.0,,12.0,3.0,1800.0,,L,703.0,D,50000.0,16.0,1.0,1.0,0.0,2018.0,1209.0,6.0,6.0,550.0,0.0,422.0,内田博幸,514.0,0.0,6.0,9.0,9.0,8.0,10.0,41.0,1.0,361.0,3.0,,11.0,3.0,2000.0,,R,703.0,A,50000.0,18.0,2.0,1.0,0.0,2018.0,1118.0,5.0,7.0,550.0,0.0,422.0,内田博幸,512.0,0.0,3.0,0.0,9.0,10.0,8.0,68.0,4.0,347.0,5.0,,11.0,3.0,1800.0,,L,701.0,C,70000.0,11.0,2.0,1.0,0.0
2019,309,6,2,5,5,6,12,2016101245,テンノウザン,1,4,3,1,420,560,0,684,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,224.0,6.0,16.0,560.0,0.0,684.0,田中勝春,456.0,0.0,5.0,6.0,6.0,5.0,3.0,626.0,9.0,397.0,12.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2019.0,119.0,6.0,4.0,560.0,0.0,684.0,田中勝春,458.0,0.0,9.0,0.0,0.0,13.0,14.0,171.0,7.0,396.0,28.0,,12.0,3.0,1200.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1118.0,5.0,7.0,550.0,0.0,684.0,田中勝春,466.0,0.0,15.0,0.0,0.0,6.0,8.0,57.0,2.0,395.0,28.0,,11.0,3.0,1300.0,,L,703.0,,50000.0,16.0,2.0,0.0,1.0
2019,309,6,2,5,5,7,13,2016106003,ミエノカムカム,1,3,3,1,1118,550,0,1169,1,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,126.0,5.0,8.0,560.0,0.0,1043.0,北村宏司,454.0,0.0,8.0,0.0,6.0,6.0,6.0,1928.0,10.0,358.0,17.0,,12.0,3.0,1800.0,,L,703.0,D,50000.0,13.0,1.0,1.0,0.0,2018.0,1215.0,6.0,16.0,550.0,0.0,1043.0,北村宏司,458.0,0.0,12.0,7.0,7.0,10.0,13.0,655.0,11.0,422.0,36.0,,11.0,3.0,1800.0,,R,701.0,,70000.0,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,6,2,5,5,7,14,2016104818,フィリアーノ,1,7,3,1,1038,560,0,1077,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,113.0,6.0,4.0,560.0,0.0,5339.0,ルメール,448.0,0.0,7.0,0.0,4.0,5.0,4.0,21.0,1.0,359.0,5.0,,12.0,3.0,1600.0,,R,703.0,C,50000.0,15.0,1.0,1.0,0.0,2018.0,1228.0,6.0,3.0,550.0,0.0,5339.0,ルメール,454.0,0.0,2.0,1.0,1.0,1.0,1.0,34.0,1.0,362.0,4.0,,11.0,3.0,1800.0,,R,703.0,A,50000.0,16.0,1.0,1.0,0.0,2018.0,1008.0,5.0,11.0,550.0,0.0,1150.0,石川裕紀,444.0,0.0,6.0,0.0,7.0,5.0,5.0,26.0,1.0,349.0,11.0,,11.0,3.0,1800.0,,L,703.0,A,50000.0,14.0,2.0,1.0,0.0
2019,309,6,2,5,5,8,15,2016110116,フルオブドリームズ,2,4,3,1,1088,540,0,1009,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,216.0,5.0,6.0,520.0,0.0,1161.0,菊沢一樹,432.0,0.0,11.0,0.0,0.0,6.0,5.0,1394.0,9.0,352.0,23.0,,12.0,3.0,1600.0,,L,5.0,D,72000.0,11.0,1.0,1.0,0.0,2018.0,1216.0,9.0,3.0,530.0,0.0,1163.0,坂井瑠星,432.0,0.0,14.0,0.0,0.0,14.0,14.0,1009.0,11.0,388.0,32.0,,11.0,3.0,1200.0,,R,703.0,,50000.0,15.0,1.0,0.0,1.0,2018.0,1202.0,6.0,1.0,540.0,0.0,1075.0,田辺裕信,436.0,0.0,11.0,0.0,0.0,11.0,11.0,80.0,5.0,354.0,6.0,,11.0,3.0,1200.0,,R,703.0,A,50000.0,16.0,2.0,1.0,0.0
2019,309,6,2,5,5,8,16,2016104336,キートス,2,1,3,1,1115,540,0,641,0,0,,0,0,0,0,0,0,,12,3,703,1800,s,R,A,50000,0,0,0,0,2019.0,217.0,5.0,15.0,540.0,0.0,1018.0,和田竜二,408.0,0.0,3.0,0.0,9.0,9.0,8.0,213.0,7.0,337.0,4.0,,12.0,3.0,1800.0,,L,701.0,D,60000.0,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
